tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
evosuite,threeten-extra-97,org.threeten.extra.scale.TaiInstant,10,275,28809,6921,77,0,5,0,64,62,96.875,24,24,100.0,52,52,100.0,52,100.0,0,30,2
evosuite,threeten-extra-92,org.threeten.extra.chrono.Symmetry454Date,9,281,29640,7761,195,0,0,0,149,149,100.0,80,80,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-11,org.apache.commons.collections4.bidimap.DualTreeBidiMap,1,265,29453,6792,10,0,4,0,60,29,48.333332,12,1,8.333334,20,0,0.0,0,0.0,20,30,2
evosuite,collections-15,org.apache.commons.collections4.functors.DefaultEquator,6,279,28457,603,12,0,0,0,5,0,0.0,8,0,0.0,8,0,0.0,0,0.0,8,30,2
evosuite,jsoup-30,org.jsoup.parser.TokenQueue,8,303,28968,832,100,0,0,0,149,0,0.0,118,0,0.0,121,0,0.0,0,0.0,121,30,2
evosuite,spatial4j-50,org.locationtech.spatial4j.shape.impl.BufferedLine,6,283,29088,8714,93,0,4,0,98,97,98.97959,64,57,89.0625,1,0,0.0,0,0.0,1,30,2
evosuite,collections-1,org.apache.commons.collections4.SetUtils,5,268,30058,11,90,1,0,0,54,0,0.0,36,0,0.0,48,0,0.0,0,0.0,48,30,2
evosuite,jsoup-31,org.jsoup.nodes.FormElement,7,275,28927,9741,36,0,2,0,45,23,51.111115,32,12,37.5,11,0,0.0,0,0.0,11,30,2
evosuite,ta4j-81,org.ta4j.core.indicators.statistics.SimpleLinearRegressionIndicator,4,270,28671,5872,29,0,1,0,34,32,94.117645,10,8,80.0,2,0,0.0,0,0.0,2,30,2
evosuite,collections-4,org.apache.commons.collections4.map.MultiValueMap,10,286,29354,10,46,1,0,0,88,0,0.0,44,0,0.0,52,0,0.0,0,0.0,52,30,2
evosuite,collections-22,org.apache.commons.collections4.ArrayStack,5,278,28463,3860,33,0,0,0,30,30,100.0,16,16,100.0,26,26,100.0,17,65.38461,9,30,2
evosuite,threeten-extra-100,org.threeten.extra.chrono.EthiopicEra,6,279,28363,2911,6,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,2,66.66667,1,30,2
evosuite,jsoup-37,org.jsoup.internal.ConstrainableInputStream,5,281,30980,4811,25,0,0,0,49,36,73.46939,40,29,72.5,47,36,76.59575,36,76.59575,11,30,2
evosuite,spatial4j-49,org.locationtech.spatial4j.io.GeoJSONWriter,7,275,28866,4015,29,0,0,0,105,76,72.38095,36,22,61.11111,14,0,0.0,0,0.0,14,30,2
evosuite,collections-5,org.apache.commons.collections4.functors.PrototypeFactory,3,297,28447,1144,5,0,0,0,13,11,84.61539,4,4,100.0,6,5,83.33333,5,83.33333,1,30,2
evosuite,threeten-extra-88,org.threeten.extra.PackedFields,9,283,28934,5311,7,0,0,0,7,7,100.0,4,3,75.0,2,2,100.0,2,100.0,0,30,2
evosuite,threeten-extra-87,org.threeten.extra.PeriodDuration,2,275,29046,6690,114,0,2,0,123,111,90.2439,78,66,84.61539,4,0,0.0,0,0.0,4,30,2
evosuite,threeten-extra-99,org.threeten.extra.Seconds,5,276,28924,6601,112,0,3,0,107,82,76.63551,62,49,79.03226,5,0,0.0,0,0.0,5,30,2
evosuite,threeten-extra-94,org.threeten.extra.chrono.CopticEra,5,276,28538,5369,9,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,2,66.66667,1,30,2
evosuite,collections-7,org.apache.commons.collections4.ListUtils,7,277,29552,9,125,1,0,0,100,0,0.0,74,0,0.0,74,0,0.0,0,0.0,74,30,2
evosuite,ta4j-60,org.ta4j.core.utils.BarSeriesUtils,10,266,28994,6744,79,0,2,0,78,77,98.71795,74,68,91.89189,1,0,0.0,0,0.0,1,30,2
evosuite,ta4j-53,org.ta4j.core.criteria.SqnCriterion,4,321,29141,6201,22,0,11,0,29,16,55.172413,10,1,10.0,9,0,0.0,0,0.0,9,30,2
evosuite,ta4j-58,org.ta4j.core.rules.StopGainRule,7,270,28525,6339,23,0,1,0,24,24,100.0,6,6,100.0,7,7,100.0,7,100.0,0,30,2
evosuite,threeten-extra-83,org.threeten.extra.Minutes,4,283,36202,6325,85,0,1,0,97,85,87.62887,56,49,87.5,68,68,100.0,68,100.0,0,30,2
evosuite,collections-25,org.apache.commons.collections4.sequence.EditScript,7,288,25874,3650,8,0,0,0,20,20,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-46,org.locationtech.spatial4j.SpatialPredicate,7,273,28813,7056,61,0,3,0,31,31,100.0,8,8,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-22,org.apache.commons.collections4.ArrayStack,2,295,28506,1254,33,0,0,0,30,30,100.0,16,16,100.0,26,26,100.0,17,65.38461,9,30,2
evosuite,collections-8,org.apache.commons.collections4.functors.ChainedTransformer,5,274,28778,4657,21,0,0,0,20,19,95.0,10,9,90.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-68,org.ta4j.core.indicators.aroon.AroonUpIndicator,8,267,28883,5654,24,0,9,0,19,19,100.0,6,6,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-90,org.threeten.extra.LocalDateRange,7,265,29422,7189,151,0,0,0,123,117,95.12195,120,114,95.0,4,0,0.0,0,0.0,4,30,2
evosuite,collections-25,org.apache.commons.collections4.sequence.EditScript,10,417,29121,3995,8,0,0,0,20,20,100.0,2,2,100.0,7,7,100.0,7,100.0,0,30,2
evosuite,threeten-extra-85,org.threeten.extra.chrono.PaxEra,8,292,28426,2685,9,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,1,33.333336,2,30,2
evosuite,collections-9,org.apache.commons.collections4.map.CompositeMap,7,283,29516,7431,59,0,11,0,92,82,89.13044,52,41,78.84615,102,93,91.17647,93,91.17647,9,30,2
evosuite,ta4j-67,org.ta4j.core.indicators.SMAIndicator,4,287,28539,5312,12,0,1,0,10,9,90.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-65,org.ta4j.core.criteria.NumberOfLosingPositionsCriterion,7,269,28477,6756,18,0,2,0,5,5,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-43,org.locationtech.spatial4j.shape.SpatialRelation,10,292,28432,479,27,0,0,0,20,0,0.0,21,0,0.0,18,0,0.0,0,0.0,18,30,2
evosuite,ta4j-57,org.ta4j.core.criteria.helpers.StandardErrorCriterion,5,276,28489,6670,21,0,2,0,11,10,90.909096,2,2,100.0,1,0,0.0,0,0.0,1,30,2
evosuite,jsoup-38,org.jsoup.select.NodeTraversor,7,266,29161,11968,46,0,0,0,77,72,93.50649,66,56,84.84849,4,0,0.0,0,0.0,4,30,2
evosuite,ta4j-61,org.ta4j.core.rules.StopLossRule,9,292,28721,5685,22,0,0,0,24,20,83.33333,6,6,100.0,1,0,0.0,0,0.0,1,30,2
evosuite,ta4j-66,org.ta4j.core.analysis.cost.LinearTransactionCostModel,9,329,28588,5250,20,0,0,0,16,15,93.75,8,8,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,jsoup-35,org.jsoup.safety.Cleaner,7,279,29917,10489,26,0,0,0,41,38,92.68293,16,12,75.0,21,19,90.47619,19,90.47619,2,30,2
evosuite,jsoup-29,org.jsoup.select.Selector,8,280,29096,11246,36,0,0,0,32,29,90.625,14,11,78.57143,1,0,0.0,0,0.0,1,30,2
evosuite,collections-11,org.apache.commons.collections4.bidimap.DualTreeBidiMap,8,275,29439,6474,11,0,1,0,60,22,36.666668,12,1,8.333334,24,0,0.0,0,0.0,24,30,2
evosuite,collections-11,org.apache.commons.collections4.bidimap.DualTreeBidiMap,7,281,29468,7085,15,0,5,0,60,27,45.0,12,2,16.666668,22,0,0.0,0,0.0,22,30,2
evosuite,ta4j-53,org.ta4j.core.criteria.SqnCriterion,1,304,28824,6264,25,0,14,0,29,25,86.206894,10,7,70.0,3,0,0.0,0,0.0,3,30,2
evosuite,collections-7,org.apache.commons.collections4.ListUtils,2,277,30928,9,138,1,0,0,100,0,0.0,74,0,0.0,74,0,0.0,0,0.0,74,30,2
evosuite,jsoup-30,org.jsoup.parser.TokenQueue,10,327,29977,802,102,0,0,0,149,0,0.0,118,0,0.0,121,0,0.0,0,0.0,121,30,2
evosuite,jsoup-32,org.jsoup.parser.CharacterReader,7,267,30249,6703,304,0,0,0,354,341,96.32768,274,259,94.52554,196,191,97.44898,191,97.44898,5,30,2
evosuite,collections-18,org.apache.commons.collections4.IteratorUtils,9,281,30320,8382,67,0,0,0,226,126,55.752213,142,62,43.661972,164,101,61.585365,101,61.585365,63,30,2
evosuite,ta4j-66,org.ta4j.core.analysis.cost.LinearTransactionCostModel,1,280,28643,2168,28,0,0,0,16,16,100.0,8,8,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-66,org.ta4j.core.analysis.cost.LinearTransactionCostModel,6,275,28585,2187,28,0,0,0,16,16,100.0,8,8,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-52,org.locationtech.spatial4j.io.PolyshapeReader,8,284,29011,6915,57,0,0,0,75,47,62.666668,47,27,57.446808,8,0,0.0,0,0.0,8,30,2
evosuite,spatial4j-40,org.locationtech.spatial4j.distance.GeodesicSphereDistCalc,6,273,28807,7821,53,0,12,0,27,27,100.0,6,6,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-52,org.locationtech.spatial4j.io.PolyshapeReader,4,351,31096,6703,47,0,1,0,75,31,41.333332,47,18,38.297874,11,0,0.0,0,0.0,11,30,2
evosuite,spatial4j-42,org.locationtech.spatial4j.shape.impl.PointImpl,10,272,28798,7493,68,0,0,0,38,38,100.0,30,27,90.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-45,org.locationtech.spatial4j.context.SpatialContextFactory,3,310,29232,6086,55,0,0,0,151,137,90.72848,60,52,86.666664,56,52,92.85714,52,92.85714,4,30,2
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,7,276,28542,6473,22,0,2,0,18,14,77.77778,8,5,62.5,3,0,0.0,0,0.0,3,30,2
evosuite,collections-13,org.apache.commons.collections4.MapUtils,6,288,30565,9,7,1,0,0,306,0,0.0,188,0,0.0,118,0,0.0,0,0.0,118,30,2
evosuite,collections-23,org.apache.commons.collections4.TransformerUtils,4,311,29809,9,17,1,0,0,34,0,0.0,4,0,0.0,26,0,0.0,0,0.0,26,30,2
evosuite,ta4j-65,org.ta4j.core.criteria.NumberOfLosingPositionsCriterion,9,284,28541,5250,17,0,5,0,5,3,60.000004,2,2,100.0,1,0,0.0,0,0.0,1,30,2
evosuite,jsoup-37,org.jsoup.internal.ConstrainableInputStream,6,261,31605,8289,44,0,0,0,49,45,91.83673,40,39,97.5,47,45,95.74468,45,95.74468,2,30,2
evosuite,jsoup-26,org.jsoup.examples.Wikipedia,1,304,28342,17,5,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,30,2
evosuite,jsoup-38,org.jsoup.select.NodeTraversor,10,296,29497,12370,42,0,0,0,77,70,90.909096,66,54,81.818184,5,0,0.0,0,0.0,5,30,2
evosuite,collections-8,org.apache.commons.collections4.functors.ChainedTransformer,8,304,28677,5037,17,0,0,0,20,19,95.0,10,9,90.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-3,org.apache.commons.collections4.iterators.SingletonIterator,5,269,8831,3767,7,0,0,0,22,22,100.0,14,14,100.0,9,9,100.0,9,100.0,0,30,2
evosuite,ta4j-68,org.ta4j.core.indicators.aroon.AroonUpIndicator,1,270,28839,5782,22,0,5,0,19,17,89.47369,6,5,83.33333,3,0,0.0,0,0.0,3,30,2
evosuite,spatial4j-50,org.locationtech.spatial4j.shape.impl.BufferedLine,9,278,29081,8657,95,0,4,0,98,98,100.0,64,58,90.625,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-70,org.ta4j.core.indicators.statistics.PearsonCorrelationIndicator,7,281,28636,5615,24,0,0,0,24,16,66.66667,4,1,25.0,3,0,0.0,0,0.0,3,30,2
evosuite,ta4j-70,org.ta4j.core.indicators.statistics.PearsonCorrelationIndicator,1,278,28525,5541,20,0,2,0,24,23,95.83333,4,3,75.0,1,0,0.0,0,0.0,1,30,2
evosuite,ta4j-69,org.ta4j.core.Trade,2,267,29078,6170,87,0,2,0,60,36,60.000004,22,11,50.0,40,19,47.5,19,47.5,21,30,2
evosuite,ta4j-74,org.ta4j.core.rules.TimeRangeRule,9,277,28629,6276,16,0,0,0,12,11,91.66667,4,0,0.0,3,0,0.0,0,0.0,3,30,2
evosuite,threeten-extra-83,org.threeten.extra.Minutes,6,297,29296,6780,94,0,7,0,97,85,87.62887,56,50,89.28571,0,0,0.0,0,0.0,0,30,2
evosuite,collections-8,org.apache.commons.collections4.functors.ChainedTransformer,9,275,28606,5078,23,0,0,0,20,19,95.0,10,9,90.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-92,org.threeten.extra.chrono.Symmetry454Date,8,272,29466,7804,187,0,0,0,149,146,97.98658,80,79,98.75,5,0,0.0,0,0.0,5,30,2
evosuite,ta4j-68,org.ta4j.core.indicators.aroon.AroonUpIndicator,6,295,28682,5589,22,0,6,0,19,15,78.94737,6,3,50.0,3,0,0.0,0,0.0,3,30,2
evosuite,threeten-extra-92,org.threeten.extra.chrono.Symmetry454Date,6,310,29745,7599,171,0,0,0,149,149,100.0,80,80,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-77,org.ta4j.core.criteria.helpers.VarianceCriterion,8,281,29381,6769,25,0,3,0,25,25,100.0,4,4,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-91,org.threeten.extra.chrono.DiscordianChronology,3,322,28911,6610,88,0,0,0,48,48,100.0,19,19,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-44,org.locationtech.spatial4j.shape.impl.InfBufLine,9,283,28924,7167,68,0,6,0,49,49,100.0,42,39,92.85714,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-89,org.threeten.extra.chrono.Symmetry010Chronology,5,268,28858,6732,94,0,0,0,47,47,100.0,15,15,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,jsoup-37,org.jsoup.internal.ConstrainableInputStream,2,262,29116,5141,49,0,1,0,49,47,95.918365,40,38,95.0,47,46,97.87234,46,97.87234,1,30,2
evosuite,collections-22,org.apache.commons.collections4.ArrayStack,3,308,32439,1293,34,0,0,0,30,30,100.0,16,16,100.0,26,26,100.0,19,73.07692,7,30,2
evosuite,collections-17,org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,6,269,28652,4237,52,0,0,0,40,40,100.0,34,34,100.0,56,56,100.0,56,100.0,0,30,2
evosuite,collections-16,org.apache.commons.collections4.sequence.ReplacementsFinder,10,306,28428,3720,8,0,0,0,17,17,100.0,4,4,100.0,6,6,100.0,6,100.0,0,30,2
evosuite,collections-13,org.apache.commons.collections4.MapUtils,8,275,61007,11,0,0,0,0,306,0,0.0,188,0,0.0,0,0,0.0,0,0.0,0,30,0
evosuite,jsoup-31,org.jsoup.nodes.FormElement,10,339,29881,10041,31,0,1,0,45,22,48.88889,32,10,31.25,11,0,0.0,0,0.0,11,30,2
evosuite,collections-12,org.apache.commons.collections4.functors.CloneTransformer,4,335,28421,507,2,0,0,0,5,0,0.0,2,0,0.0,4,0,0.0,0,0.0,4,30,2
evosuite,ta4j-71,org.ta4j.core.num.NaN,2,265,28594,11,60,1,0,0,38,0,0.0,4,0,0.0,38,0,0.0,0,0.0,38,30,2
evosuite,collections-5,org.apache.commons.collections4.functors.PrototypeFactory,4,303,28536,1269,7,0,0,0,13,11,84.61539,4,4,100.0,6,5,83.33333,5,83.33333,1,30,2
evosuite,ta4j-68,org.ta4j.core.indicators.aroon.AroonUpIndicator,2,276,28344,5111,9,0,0,0,19,10,52.63158,6,0,0.0,10,0,0.0,0,0.0,10,30,2
evosuite,collections-11,org.apache.commons.collections4.bidimap.DualTreeBidiMap,5,275,29206,6264,12,0,1,0,60,26,43.333332,12,0,0.0,23,0,0.0,0,0.0,23,30,2
evosuite,threeten-extra-84,org.threeten.extra.scale.UtcInstant,8,282,28841,5299,70,0,1,0,72,68,94.44444,34,31,91.17647,72,71,98.61111,71,98.61111,1,30,2
evosuite,collections-24,org.apache.commons.collections4.functors.EqualPredicate,6,285,28382,1677,10,0,0,0,16,16,100.0,6,6,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-15,org.apache.commons.collections4.functors.DefaultEquator,2,277,28471,593,12,0,0,0,5,0,0.0,8,0,0.0,8,0,0.0,0,0.0,8,30,2
evosuite,jsoup-36,org.jsoup.nodes.DocumentType,3,304,36592,9711,28,0,0,0,38,38,100.0,26,26,100.0,23,23,100.0,23,100.0,0,30,2
evosuite,threeten-extra-84,org.threeten.extra.scale.UtcInstant,1,270,28957,6870,85,0,0,0,72,68,94.44444,34,31,91.17647,72,71,98.61111,71,98.61111,1,30,2
evosuite,collections-20,org.apache.commons.collections4.map.LinkedMap,4,284,33653,21815,57,0,1,0,25,24,96.0,4,4,100.0,1,0,0.0,0,0.0,1,30,2
evosuite,threeten-extra-97,org.threeten.extra.scale.TaiInstant,6,276,32071,5288,68,0,7,0,64,62,96.875,24,24,100.0,52,52,100.0,52,100.0,0,30,2
evosuite,ta4j-79,org.ta4j.core.indicators.statistics.VarianceIndicator,3,308,28835,5436,20,0,2,0,15,12,80.0,2,1,50.0,1,0,0.0,0,0.0,1,30,2
evosuite,collections-25,org.apache.commons.collections4.sequence.EditScript,3,286,25300,1178,7,0,0,0,20,20,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-94,org.threeten.extra.chrono.CopticEra,1,274,28242,5661,8,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,1,33.333336,2,30,2
evosuite,spatial4j-44,org.locationtech.spatial4j.shape.impl.InfBufLine,7,268,28848,7107,58,0,7,0,49,48,97.95918,42,35,83.33333,3,0,0.0,0,0.0,3,30,2
evosuite,ta4j-69,org.ta4j.core.Trade,8,289,28935,6344,93,0,5,0,60,44,73.333336,22,15,68.181816,40,29,72.5,29,72.5,11,30,2
evosuite,threeten-extra-89,org.threeten.extra.chrono.Symmetry010Chronology,3,301,29050,4341,83,0,0,0,47,47,100.0,15,15,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-10,org.apache.commons.collections4.multimap.ArrayListValuedHashMap,1,264,29043,15148,20,0,1,0,26,26,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-12,org.apache.commons.collections4.functors.CloneTransformer,1,271,28245,519,2,0,0,0,5,0,0.0,2,0,0.0,4,0,0.0,0,0.0,4,30,2
evosuite,spatial4j-41,org.locationtech.spatial4j.io.WKTReader,4,313,32122,9979,145,0,3,0,153,97,63.398697,68,41,60.294117,40,0,0.0,0,0.0,40,30,2
evosuite,ta4j-68,org.ta4j.core.indicators.aroon.AroonUpIndicator,10,272,28540,5927,17,0,0,0,19,16,84.210526,6,3,50.0,2,0,0.0,0,0.0,2,30,2
evosuite,collections-7,org.apache.commons.collections4.ListUtils,9,265,33516,12,115,1,0,0,100,0,0.0,74,0,0.0,74,0,0.0,0,0.0,74,30,2
evosuite,ta4j-73,org.ta4j.core.criteria.pnl.GrossProfitCriterion,10,276,28647,6895,24,0,4,0,11,11,100.0,4,4,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-23,org.apache.commons.collections4.TransformerUtils,3,329,29651,9,36,1,0,0,34,0,0.0,4,0,0.0,26,0,0.0,0,0.0,26,30,2
evosuite,ta4j-71,org.ta4j.core.num.NaN,10,286,29149,14,59,1,0,0,38,0,0.0,4,0,0.0,38,0,0.0,0,0.0,38,30,2
evosuite,spatial4j-49,org.locationtech.spatial4j.io.GeoJSONWriter,6,283,29055,7298,48,0,7,0,105,92,87.61905,36,29,80.55556,6,0,0.0,0,0.0,6,30,2
evosuite,ta4j-72,org.ta4j.core.indicators.MACDIndicator,9,282,28614,5481,17,0,5,0,11,10,90.909096,2,2,100.0,1,0,0.0,0,0.0,1,30,2
evosuite,collections-20,org.apache.commons.collections4.map.LinkedMap,5,272,33233,12986,57,0,0,0,25,24,96.0,4,4,100.0,1,0,0.0,0,0.0,1,30,2
evosuite,jsoup-36,org.jsoup.nodes.DocumentType,5,279,36123,9299,33,0,0,0,38,38,100.0,26,26,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-24,org.apache.commons.collections4.functors.EqualPredicate,4,311,28498,1699,11,0,0,0,16,16,100.0,6,6,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-41,org.locationtech.spatial4j.io.WKTReader,1,277,32088,9726,129,0,1,0,153,95,62.091507,68,37,54.411762,41,0,0.0,0,0.0,41,30,2
evosuite,ta4j-60,org.ta4j.core.utils.BarSeriesUtils,9,329,29401,6713,75,0,1,0,78,77,98.71795,74,67,90.54054,1,0,0.0,0,0.0,1,30,2
evosuite,jsoup-28,org.jsoup.helper.DataUtil,9,278,31011,15561,64,0,0,0,124,85,68.548386,114,50,43.85965,95,73,76.8421,73,76.8421,22,30,2
evosuite,collections-12,org.apache.commons.collections4.functors.CloneTransformer,9,277,28497,564,2,0,0,0,5,0,0.0,2,0,0.0,4,0,0.0,0,0.0,4,30,2
evosuite,jsoup-38,org.jsoup.select.NodeTraversor,6,285,28952,13033,52,0,0,0,77,72,93.50649,66,56,84.84849,4,0,0.0,0,0.0,4,30,2
evosuite,ta4j-72,org.ta4j.core.indicators.MACDIndicator,2,292,29058,7504,23,0,1,0,11,11,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-93,org.threeten.extra.DayOfMonth,4,268,28722,6860,84,0,5,0,53,53,100.0,32,31,96.875,0,0,0.0,0,0.0,0,30,2
evosuite,collections-23,org.apache.commons.collections4.TransformerUtils,8,277,29531,12,11,1,0,0,34,0,0.0,4,0,0.0,26,0,0.0,0,0.0,26,30,2
evosuite,collections-12,org.apache.commons.collections4.functors.CloneTransformer,10,318,28462,590,3,0,0,0,5,0,0.0,2,0,0.0,4,0,0.0,0,0.0,4,30,2
evosuite,collections-19,org.apache.commons.collections4.iterators.ZippingIterator,5,267,28949,4670,20,0,1,0,35,35,100.0,14,14,100.0,15,15,100.0,15,100.0,0,30,2
evosuite,collections-18,org.apache.commons.collections4.IteratorUtils,7,292,30622,9,83,1,0,0,226,0,0.0,142,0,0.0,164,0,0.0,0,0.0,164,30,2
evosuite,threeten-extra-98,org.threeten.extra.chrono.CopticChronology,1,280,28567,6753,63,0,0,0,24,24,100.0,4,4,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-91,org.threeten.extra.chrono.DiscordianChronology,1,299,28720,6973,83,0,1,0,48,47,97.91667,19,19,100.0,1,0,0.0,0,0.0,1,30,2
evosuite,collections-17,org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,1,265,28661,4525,53,0,0,0,40,40,100.0,34,34,100.0,56,56,100.0,56,100.0,0,30,2
evosuite,collections-3,org.apache.commons.collections4.iterators.SingletonIterator,3,328,10063,3744,7,0,0,0,22,22,100.0,14,14,100.0,9,9,100.0,9,100.0,0,30,2
evosuite,collections-20,org.apache.commons.collections4.map.LinkedMap,1,272,52734,5770,52,0,0,0,25,22,88.0,4,4,100.0,3,0,0.0,0,0.0,3,30,2
evosuite,ta4j-64,org.ta4j.core.criteria.NumberOfBreakEvenPositionsCriterion,3,313,28680,5419,11,0,1,0,12,6,50.0,4,3,75.0,7,5,71.42857,5,71.42857,2,30,2
evosuite,spatial4j-50,org.locationtech.spatial4j.shape.impl.BufferedLine,5,274,28961,8470,106,0,5,0,98,97,98.97959,64,57,89.0625,1,0,0.0,0,0.0,1,30,2
evosuite,ta4j-65,org.ta4j.core.criteria.NumberOfLosingPositionsCriterion,10,267,28568,6467,19,0,2,0,5,5,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-48,org.locationtech.spatial4j.shape.impl.BufferedLineString,3,307,32069,30339,54,0,14,0,54,37,68.51852,28,11,39.285713,8,0,0.0,0,0.0,8,30,2
evosuite,collections-20,org.apache.commons.collections4.map.LinkedMap,3,308,29500,17928,52,0,1,0,25,23,92.0,4,4,100.0,2,0,0.0,0,0.0,2,30,2
evosuite,collections-11,org.apache.commons.collections4.bidimap.DualTreeBidiMap,2,286,29371,6471,12,0,4,0,60,22,36.666668,12,0,0.0,25,0,0.0,0,0.0,25,30,2
evosuite,collections-11,org.apache.commons.collections4.bidimap.DualTreeBidiMap,6,276,29880,6647,9,0,3,0,60,24,40.0,12,0,0.0,23,0,0.0,0,0.0,23,30,2
evosuite,collections-24,org.apache.commons.collections4.functors.EqualPredicate,7,276,28367,1684,10,0,0,0,16,16,100.0,6,6,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-74,org.ta4j.core.rules.TimeRangeRule,3,319,28833,6453,13,0,1,0,12,8,66.66667,4,0,0.0,5,0,0.0,0,0.0,5,30,2
evosuite,ta4j-67,org.ta4j.core.indicators.SMAIndicator,3,293,28759,5375,14,0,0,0,10,10,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-43,org.locationtech.spatial4j.shape.SpatialRelation,6,267,28471,470,26,0,0,0,20,0,0.0,21,0,0.0,18,0,0.0,0,0.0,18,30,2
evosuite,jsoup-28,org.jsoup.helper.DataUtil,6,277,29990,13183,57,0,0,0,124,88,70.96774,114,53,46.49123,95,75,78.94737,75,78.94737,20,30,2
evosuite,collections-4,org.apache.commons.collections4.map.MultiValueMap,6,267,29391,9,45,1,0,0,88,0,0.0,44,0,0.0,52,0,0.0,0,0.0,52,30,2
evosuite,jsoup-36,org.jsoup.nodes.DocumentType,10,274,36145,9530,34,0,0,0,38,38,100.0,26,26,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-24,org.apache.commons.collections4.functors.EqualPredicate,10,519,30243,4019,12,0,0,0,16,16,100.0,6,6,100.0,10,10,100.0,10,100.0,0,30,2
evosuite,ta4j-53,org.ta4j.core.criteria.SqnCriterion,5,286,28639,6105,19,0,4,0,29,17,58.62069,10,1,10.0,9,0,0.0,0,0.0,9,30,2
evosuite,threeten-extra-100,org.threeten.extra.chrono.EthiopicEra,7,293,28511,2889,8,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,2,66.66667,1,30,2
evosuite,collections-17,org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,4,322,28853,4233,54,0,0,0,40,40,100.0,34,34,100.0,56,56,100.0,56,100.0,0,30,2
evosuite,collections-13,org.apache.commons.collections4.MapUtils,3,316,33819,10,6,1,0,0,306,0,0.0,188,0,0.0,118,0,0.0,0,0.0,118,30,2
evosuite,ta4j-67,org.ta4j.core.indicators.SMAIndicator,10,270,28525,6093,19,0,12,0,10,8,80.0,2,2,100.0,1,0,0.0,0,0.0,1,30,2
evosuite,collections-24,org.apache.commons.collections4.functors.EqualPredicate,8,291,28413,4262,12,0,0,0,16,16,100.0,6,6,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,jsoup-29,org.jsoup.select.Selector,9,282,28829,11087,32,0,0,0,32,29,90.625,14,11,78.57143,1,0,0.0,0,0.0,1,30,2
evosuite,jsoup-32,org.jsoup.parser.CharacterReader,10,338,30687,6524,266,0,0,0,354,342,96.61017,274,260,94.89051,196,191,97.44898,191,97.44898,5,30,2
