tool,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
evosuite,collections-17,org.apache.commons.collections4.trie.analyzer.StringKeyAnalyzer,3,323,28930,4329,56,0,0,0,40,40,100.0,34,34,100.0,56,56,100.0,56,100.0,0,30,2
evosuite,spatial4j-48,org.locationtech.spatial4j.shape.impl.BufferedLineString,9,305,30658,29954,73,0,8,0,54,49,90.74074,28,22,78.57143,5,0,0.0,0,0.0,5,30,2
evosuite,ta4j-55,org.ta4j.core.aggregator.DurationBarAggregator,7,279,29139,5507,24,0,0,0,52,48,92.30769,36,28,77.77778,30,29,96.666664,29,96.666664,1,30,2
evosuite,collections-6,org.apache.commons.collections4.list.TreeList,5,264,29873,5259,142,0,0,0,54,54,100.0,18,18,100.0,42,42,100.0,42,100.0,0,30,2
evosuite,jsoup-35,org.jsoup.safety.Cleaner,6,276,28815,10933,41,0,3,0,41,39,95.12195,16,14,87.5,2,0,0.0,0,0.0,2,30,2
evosuite,spatial4j-51,org.locationtech.spatial4j.shape.impl.CircleImpl,10,277,29094,9328,114,0,25,0,94,93,98.93617,88,82,93.181816,1,0,0.0,0,0.0,1,30,2
evosuite,threeten-extra-88,org.threeten.extra.PackedFields,1,270,28373,5039,5,0,0,0,7,3,42.857143,4,0,0.0,2,0,0.0,0,0.0,2,30,2
evosuite,collections-25,org.apache.commons.collections4.sequence.EditScript,1,275,25981,3654,8,0,0,0,20,20,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,jsoup-30,org.jsoup.parser.TokenQueue,6,274,29007,804,105,0,0,0,149,0,0.0,118,0,0.0,121,0,0.0,0,0.0,121,30,2
evosuite,ta4j-75,org.ta4j.core.indicators.aroon.AroonDownIndicator,10,284,28682,6333,23,0,0,0,19,16,84.210526,6,3,50.0,2,0,0.0,0,0.0,2,30,2
evosuite,collections-5,org.apache.commons.collections4.functors.PrototypeFactory,6,290,28393,1170,5,0,0,0,13,11,84.61539,4,4,100.0,6,5,83.33333,5,83.33333,1,30,2
evosuite,spatial4j-44,org.locationtech.spatial4j.shape.impl.InfBufLine,5,277,28843,7812,69,0,9,0,49,49,100.0,42,38,90.47619,0,0,0.0,0,0.0,0,30,2
evosuite,collections-3,org.apache.commons.collections4.iterators.SingletonIterator,8,269,14778,1077,9,0,0,0,22,22,100.0,14,14,100.0,9,9,100.0,9,100.0,0,30,2
evosuite,ta4j-69,org.ta4j.core.Trade,7,263,28893,5914,83,0,3,0,60,38,63.333332,22,13,59.090908,40,23,57.5,23,57.5,17,30,2
evosuite,ta4j-71,org.ta4j.core.num.NaN,3,300,28823,1726,65,0,16,0,38,38,100.0,4,4,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-57,org.ta4j.core.criteria.helpers.StandardErrorCriterion,7,267,28636,6582,20,0,3,0,11,11,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-63,org.ta4j.core.indicators.LWMAIndicator,6,279,28661,5326,18,0,0,0,17,15,88.2353,4,3,75.0,1,0,0.0,0,0.0,1,30,2
evosuite,collections-2,org.apache.commons.collections4.collection.CompositeCollection,8,300,31930,5329,79,0,1,0,112,108,96.42857,60,56,93.333336,68,65,95.588234,65,95.588234,3,30,2
evosuite,threeten-extra-92,org.threeten.extra.chrono.Symmetry454Date,3,316,29778,7560,173,0,0,0,149,144,96.644295,80,78,97.5,11,0,0.0,0,0.0,11,30,2
evosuite,threeten-extra-88,org.threeten.extra.PackedFields,8,277,28678,5281,9,0,0,0,7,3,42.857143,4,0,0.0,2,0,0.0,0,0.0,2,30,2
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,3,278,28787,7051,22,0,4,0,18,14,77.77778,8,5,62.5,3,0,0.0,0,0.0,3,30,2
evosuite,ta4j-79,org.ta4j.core.indicators.statistics.VarianceIndicator,7,267,29125,7484,22,0,8,0,15,15,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-57,org.ta4j.core.criteria.helpers.StandardErrorCriterion,1,259,28407,6007,21,0,12,0,11,8,72.72727,2,1,50.0,3,0,0.0,0,0.0,3,30,2
evosuite,threeten-extra-86,org.threeten.extra.chrono.AccountingEra,9,290,28757,5272,10,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,1,33.333336,2,30,2
evosuite,collections-23,org.apache.commons.collections4.TransformerUtils,6,268,31530,10,9,1,0,0,34,0,0.0,4,0,0.0,26,0,0.0,0,0.0,26,30,2
evosuite,spatial4j-41,org.locationtech.spatial4j.io.WKTReader,10,272,31924,10174,195,0,0,0,153,118,77.12418,68,51,75.0,26,0,0.0,0,0.0,26,30,2
evosuite,ta4j-55,org.ta4j.core.aggregator.DurationBarAggregator,10,282,29006,5268,16,0,0,0,52,33,63.461536,36,12,33.333336,13,0,0.0,0,0.0,13,30,2
evosuite,ta4j-64,org.ta4j.core.criteria.NumberOfBreakEvenPositionsCriterion,1,273,28392,6400,17,0,2,0,12,12,100.0,4,3,75.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-74,org.ta4j.core.rules.TimeRangeRule,6,295,28583,6240,14,0,1,0,12,11,91.66667,4,0,0.0,3,0,0.0,0,0.0,3,30,2
evosuite,threeten-extra-89,org.threeten.extra.chrono.Symmetry010Chronology,8,262,28916,6488,90,0,0,0,47,47,100.0,15,15,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-23,org.apache.commons.collections4.TransformerUtils,5,270,29190,9,10,1,0,0,34,0,0.0,4,0,0.0,26,0,0.0,0,0.0,26,30,2
evosuite,collections-13,org.apache.commons.collections4.MapUtils,1,272,61008,10,0,0,0,0,306,0,0.0,188,0,0.0,0,0,0.0,0,0.0,0,30,0
evosuite,collections-13,org.apache.commons.collections4.MapUtils,10,315,34351,10,6,1,0,0,306,0,0.0,188,0,0.0,118,0,0.0,0,0.0,118,30,2
evosuite,threeten-extra-89,org.threeten.extra.chrono.Symmetry010Chronology,7,275,28963,6323,84,0,0,0,47,47,100.0,15,15,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-94,org.threeten.extra.chrono.CopticEra,8,266,28505,5680,9,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,2,66.66667,1,30,2
evosuite,ta4j-61,org.ta4j.core.rules.StopLossRule,5,275,28600,6109,18,0,0,0,24,20,83.33333,6,5,83.33333,1,0,0.0,0,0.0,1,30,2
evosuite,threeten-extra-88,org.threeten.extra.PackedFields,4,272,28598,5142,10,0,0,0,7,6,85.71429,4,1,25.0,2,2,100.0,2,100.0,0,30,2
evosuite,collections-3,org.apache.commons.collections4.iterators.SingletonIterator,10,283,9267,3760,7,0,0,0,22,22,100.0,14,14,100.0,9,9,100.0,9,100.0,0,30,2
evosuite,threeten-extra-85,org.threeten.extra.chrono.PaxEra,5,264,28495,5526,8,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,2,66.66667,1,30,2
evosuite,ta4j-78,org.ta4j.core.indicators.UlcerIndexIndicator,2,273,28716,5665,17,0,5,0,19,19,100.0,4,4,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-43,org.locationtech.spatial4j.shape.SpatialRelation,2,296,28413,453,22,0,0,0,20,0,0.0,21,0,0.0,18,0,0.0,0,0.0,18,30,2
evosuite,threeten-extra-99,org.threeten.extra.Seconds,4,281,28832,6774,112,0,3,0,107,80,74.76636,62,49,79.03226,73,68,93.15069,68,93.15069,5,30,2
evosuite,ta4j-76,org.ta4j.core.Position,2,265,28925,6288,125,0,3,0,86,84,97.674416,52,48,92.30769,58,57,98.27586,57,98.27586,1,30,2
evosuite,jsoup-31,org.jsoup.nodes.FormElement,2,257,28850,10183,31,0,0,0,45,22,48.88889,32,10,31.25,11,0,0.0,0,0.0,11,30,2
evosuite,threeten-extra-87,org.threeten.extra.PeriodDuration,6,289,29047,6699,107,0,4,0,123,112,91.056915,78,66,84.61539,82,78,95.12195,78,95.12195,4,30,2
evosuite,collections-20,org.apache.commons.collections4.map.LinkedMap,2,291,33176,12444,53,0,0,0,25,22,88.0,4,4,100.0,3,0,0.0,0,0.0,3,30,2
evosuite,ta4j-61,org.ta4j.core.rules.StopLossRule,10,270,28607,6014,24,0,2,0,24,20,83.33333,6,6,100.0,1,0,0.0,0,0.0,1,30,2
evosuite,collections-19,org.apache.commons.collections4.iterators.ZippingIterator,6,293,28823,4647,20,0,0,0,35,35,100.0,14,14,100.0,15,15,100.0,15,100.0,0,30,2
evosuite,ta4j-61,org.ta4j.core.rules.StopLossRule,6,329,28959,5611,19,0,0,0,24,22,91.66667,6,5,83.33333,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-62,org.ta4j.core.indicators.helpers.LossIndicator,10,272,30829,5871,18,0,1,0,8,7,87.5,4,3,75.0,2,0,0.0,0,0.0,2,30,2
evosuite,jsoup-26,org.jsoup.examples.Wikipedia,8,277,28368,17,5,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-4,org.apache.commons.collections4.map.MultiValueMap,7,275,29245,9,53,1,0,0,88,0,0.0,44,0,0.0,52,0,0.0,0,0.0,52,30,2
evosuite,jsoup-38,org.jsoup.select.NodeTraversor,3,275,29312,12015,50,0,0,0,77,72,93.50649,66,59,89.393936,4,0,0.0,0,0.0,4,30,2
evosuite,threeten-extra-98,org.threeten.extra.chrono.CopticChronology,6,274,28776,6275,57,0,0,0,24,24,100.0,4,4,100.0,22,22,100.0,22,100.0,0,30,2
evosuite,spatial4j-48,org.locationtech.spatial4j.shape.impl.BufferedLineString,8,273,30655,8512,67,0,22,0,54,54,100.0,28,27,96.42857,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-94,org.threeten.extra.chrono.CopticEra,9,277,28534,5270,8,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,2,66.66667,1,30,2
evosuite,jsoup-30,org.jsoup.parser.TokenQueue,3,295,29384,801,104,0,0,0,149,0,0.0,118,0,0.0,121,0,0.0,0,0.0,121,30,2
evosuite,ta4j-76,org.ta4j.core.Position,9,285,29266,6198,133,0,5,0,86,86,100.0,52,50,96.15385,58,58,100.0,58,100.0,0,30,2
evosuite,collections-6,org.apache.commons.collections4.list.TreeList,2,279,29675,4921,144,0,0,0,54,54,100.0,18,18,100.0,42,42,100.0,42,100.0,0,30,2
evosuite,spatial4j-42,org.locationtech.spatial4j.shape.impl.PointImpl,9,296,28875,6798,64,0,0,0,38,38,100.0,30,27,90.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-68,org.ta4j.core.indicators.aroon.AroonUpIndicator,7,272,28608,5767,20,0,0,0,19,16,84.210526,6,3,50.0,2,0,0.0,0,0.0,2,30,2
evosuite,jsoup-39,org.jsoup.nodes.TextNode,1,260,40276,10934,67,0,0,0,50,50,100.0,70,53,75.71429,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-95,org.threeten.extra.Months,3,284,29038,6503,95,0,9,0,93,85,91.39785,54,49,90.74074,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-70,org.ta4j.core.indicators.statistics.PearsonCorrelationIndicator,6,276,29386,7329,21,0,6,0,24,24,100.0,4,4,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,jsoup-38,org.jsoup.select.NodeTraversor,5,269,29373,11983,43,0,0,0,77,72,93.50649,66,55,83.33333,4,0,0.0,0,0.0,4,30,2
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,9,320,28810,5904,22,0,10,0,18,10,55.555557,8,4,50.0,11,5,45.454548,5,45.454548,6,30,2
evosuite,spatial4j-52,org.locationtech.spatial4j.io.PolyshapeReader,6,282,30321,7186,53,0,1,0,75,37,49.333336,47,21,44.68085,10,0,0.0,0,0.0,10,30,2
evosuite,threeten-extra-87,org.threeten.extra.PeriodDuration,8,279,28879,7043,97,0,4,0,123,118,95.93496,78,72,92.30769,82,81,98.78049,81,98.78049,1,30,2
evosuite,collections-15,org.apache.commons.collections4.functors.DefaultEquator,3,321,28534,649,11,0,0,0,5,0,0.0,8,0,0.0,8,0,0.0,0,0.0,8,30,2
evosuite,collections-14,org.apache.commons.collections4.bag.CollectionBag,4,321,40991,9,27,1,0,0,44,0,0.0,24,0,0.0,28,0,0.0,0,0.0,28,30,2
evosuite,ta4j-53,org.ta4j.core.criteria.SqnCriterion,2,274,28612,5892,23,0,11,0,29,22,75.86207,10,5,50.0,5,0,0.0,0,0.0,5,30,2
evosuite,collections-19,org.apache.commons.collections4.iterators.ZippingIterator,1,263,28643,4166,21,0,1,0,35,32,91.42857,14,13,92.85714,15,14,93.333336,14,93.333336,1,30,2
evosuite,ta4j-81,org.ta4j.core.indicators.statistics.SimpleLinearRegressionIndicator,3,343,30071,24855,33,0,4,0,34,33,97.05882,10,9,90.0,1,0,0.0,0,0.0,1,30,2
evosuite,spatial4j-48,org.locationtech.spatial4j.shape.impl.BufferedLineString,1,263,28971,9174,73,0,27,0,54,54,100.0,28,26,92.85714,0,0,0.0,0,0.0,0,30,2
evosuite,collections-3,org.apache.commons.collections4.iterators.SingletonIterator,2,266,8809,3712,8,0,0,0,22,22,100.0,14,14,100.0,9,9,100.0,9,100.0,0,30,2
evosuite,jsoup-34,org.jsoup.select.Evaluator,10,290,29959,14053,143,0,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-55,org.ta4j.core.aggregator.DurationBarAggregator,1,266,29122,5395,15,0,0,0,52,47,90.38461,36,25,69.44444,30,28,93.333336,28,93.333336,2,30,2
evosuite,threeten-extra-94,org.threeten.extra.chrono.CopticEra,6,283,28536,5333,7,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,2,66.66667,1,30,2
evosuite,ta4j-57,org.ta4j.core.criteria.helpers.StandardErrorCriterion,4,305,28744,5701,10,0,5,0,11,7,63.636364,2,1,50.0,4,0,0.0,0,0.0,4,30,2
evosuite,ta4j-61,org.ta4j.core.rules.StopLossRule,2,278,28478,5856,18,0,0,0,24,24,100.0,6,6,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-95,org.threeten.extra.Months,10,279,28804,6562,103,0,7,0,93,85,91.39785,54,49,90.74074,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-67,org.ta4j.core.indicators.SMAIndicator,6,285,28635,6085,20,0,5,0,10,9,90.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-92,org.threeten.extra.chrono.Symmetry454Date,2,274,29330,7737,190,0,0,0,149,142,95.30202,80,76,95.0,12,0,0.0,0,0.0,12,30,2
evosuite,ta4j-79,org.ta4j.core.indicators.statistics.VarianceIndicator,2,266,29005,7594,18,0,4,0,15,15,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-89,org.threeten.extra.chrono.Symmetry010Chronology,1,269,29023,4256,84,0,0,0,47,47,100.0,15,15,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-97,org.threeten.extra.scale.TaiInstant,9,290,29233,8808,75,0,10,0,64,62,96.875,24,24,100.0,52,52,100.0,52,100.0,0,30,2
evosuite,spatial4j-48,org.locationtech.spatial4j.shape.impl.BufferedLineString,6,285,29133,8393,60,0,18,0,54,54,100.0,28,26,92.85714,0,0,0.0,0,0.0,0,30,2
evosuite,collections-12,org.apache.commons.collections4.functors.CloneTransformer,5,286,28480,515,2,0,0,0,5,0,0.0,2,0,0.0,4,0,0.0,0,0.0,4,30,2
evosuite,spatial4j-47,org.locationtech.spatial4j.distance.DistanceUtils,10,266,29536,6396,140,0,5,0,162,152,93.827156,118,110,93.220345,115,108,93.91304,108,93.91304,7,30,2
evosuite,threeten-extra-100,org.threeten.extra.chrono.EthiopicEra,3,293,28531,2843,7,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,1,33.333336,2,30,2
evosuite,spatial4j-51,org.locationtech.spatial4j.shape.impl.CircleImpl,4,344,30091,7185,131,0,7,0,94,83,88.297874,88,70,79.545456,9,0,0.0,0,0.0,9,30,2
evosuite,threeten-extra-99,org.threeten.extra.Seconds,6,276,29004,6732,100,0,7,0,107,89,83.177574,62,54,87.09677,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-54,org.ta4j.core.indicators.KAMAIndicator,6,275,28747,5700,20,0,2,0,20,16,80.0,4,4,100.0,3,0,0.0,0,0.0,3,30,2
evosuite,collections-23,org.apache.commons.collections4.TransformerUtils,10,522,37089,9,17,1,0,0,34,0,0.0,4,0,0.0,26,0,0.0,0,0.0,26,30,2
evosuite,ta4j-55,org.ta4j.core.aggregator.DurationBarAggregator,5,266,29394,5802,20,0,0,0,52,48,92.30769,36,27,75.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,4,313,28749,5804,22,0,9,0,18,11,61.11111,8,4,50.0,11,6,54.545456,6,54.545456,5,30,2
evosuite,spatial4j-43,org.locationtech.spatial4j.shape.SpatialRelation,1,272,28343,435,26,0,0,0,20,0,0.0,21,0,0.0,18,0,0.0,0,0.0,18,30,2
evosuite,ta4j-58,org.ta4j.core.rules.StopGainRule,3,332,28649,5598,20,0,0,0,24,11,45.833336,6,3,50.0,3,0,0.0,0,0.0,3,30,2
evosuite,threeten-extra-96,org.threeten.extra.chrono.PaxDate,2,279,29353,7549,177,0,0,0,137,135,98.540146,113,111,98.23009,1,0,0.0,0,0.0,1,30,2
evosuite,spatial4j-46,org.locationtech.spatial4j.SpatialPredicate,6,289,28906,7121,61,0,2,0,31,31,100.0,8,8,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-64,org.ta4j.core.criteria.NumberOfBreakEvenPositionsCriterion,4,313,28753,5546,8,0,2,0,12,6,50.0,4,3,75.0,7,4,57.14286,4,57.14286,3,30,2
evosuite,spatial4j-42,org.locationtech.spatial4j.shape.impl.PointImpl,6,279,28740,8207,59,0,0,0,38,38,100.0,30,27,90.0,0,0,0.0,0,0.0,0,30,2
evosuite,jsoup-37,org.jsoup.internal.ConstrainableInputStream,9,285,30417,7006,50,0,0,0,49,45,91.83673,40,39,97.5,47,45,95.74468,45,95.74468,2,30,2
evosuite,collections-6,org.apache.commons.collections4.list.TreeList,9,286,29606,5363,155,0,0,0,54,54,100.0,18,18,100.0,42,42,100.0,42,100.0,0,30,2
evosuite,spatial4j-46,org.locationtech.spatial4j.SpatialPredicate,4,315,29017,7647,52,0,2,0,31,31,100.0,8,8,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,jsoup-29,org.jsoup.select.Selector,5,286,28883,11465,40,0,1,0,32,32,100.0,14,14,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,spatial4j-48,org.locationtech.spatial4j.shape.impl.BufferedLineString,4,325,29624,30531,59,0,5,0,54,34,62.96296,28,13,46.42857,11,0,0.0,0,0.0,11,30,2
evosuite,collections-5,org.apache.commons.collections4.functors.PrototypeFactory,8,281,28345,1272,6,0,0,0,13,11,84.61539,4,4,100.0,6,5,83.33333,5,83.33333,1,30,2
evosuite,collections-7,org.apache.commons.collections4.ListUtils,5,281,29347,7138,120,0,0,0,100,99,99.0,74,66,89.189186,1,0,0.0,0,0.0,1,30,2
evosuite,ta4j-82,org.ta4j.core.analysis.Returns,10,283,28835,7115,61,0,32,0,57,47,82.45614,12,8,66.66667,3,0,0.0,0,0.0,3,30,2
evosuite,ta4j-69,org.ta4j.core.Trade,6,268,29078,6781,118,0,4,0,60,54,90.0,22,22,100.0,6,0,0.0,0,0.0,6,30,2
evosuite,spatial4j-44,org.locationtech.spatial4j.shape.impl.InfBufLine,2,264,28831,8031,55,0,3,0,49,48,97.95918,42,38,90.47619,1,0,0.0,0,0.0,1,30,2
evosuite,threeten-extra-90,org.threeten.extra.LocalDateRange,2,278,29347,6767,165,0,1,0,123,117,95.12195,120,115,95.83333,4,0,0.0,0,0.0,4,30,2
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,1,261,28458,6520,21,0,0,0,18,13,72.22222,8,4,50.0,4,0,0.0,0,0.0,4,30,2
evosuite,threeten-extra-84,org.threeten.extra.scale.UtcInstant,9,299,28829,4263,74,0,0,0,72,67,93.05556,34,31,91.17647,72,69,95.83333,69,95.83333,3,30,2
evosuite,ta4j-60,org.ta4j.core.utils.BarSeriesUtils,3,318,29845,6448,76,0,3,0,78,71,91.025635,74,67,90.54054,1,0,0.0,0,0.0,1,30,2
evosuite,collections-10,org.apache.commons.collections4.multimap.ArrayListValuedHashMap,6,275,41018,5778,14,0,0,0,26,22,84.61539,2,2,100.0,3,0,0.0,0,0.0,3,30,2
evosuite,ta4j-71,org.ta4j.core.num.NaN,8,286,28720,11,82,1,0,0,38,0,0.0,4,0,0.0,38,0,0.0,0,0.0,38,30,2
evosuite,collections-1,org.apache.commons.collections4.SetUtils,10,312,30345,6804,110,0,3,0,54,54,100.0,36,36,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-16,org.apache.commons.collections4.sequence.ReplacementsFinder,3,295,28488,3765,7,0,0,0,17,17,100.0,4,4,100.0,6,6,100.0,6,100.0,0,30,2
evosuite,collections-10,org.apache.commons.collections4.multimap.ArrayListValuedHashMap,2,274,54556,5687,11,0,0,0,26,19,73.07692,2,2,100.0,5,0,0.0,0,0.0,5,30,2
evosuite,ta4j-71,org.ta4j.core.num.NaN,7,274,28533,14,65,1,0,0,38,0,0.0,4,0,0.0,38,0,0.0,0,0.0,38,30,2
evosuite,jsoup-32,org.jsoup.parser.CharacterReader,6,288,30560,6749,289,0,0,0,354,341,96.32768,274,259,94.52554,196,191,97.44898,191,97.44898,5,30,2
evosuite,ta4j-78,org.ta4j.core.indicators.UlcerIndexIndicator,5,286,28544,5434,23,0,0,0,19,17,89.47369,4,4,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-73,org.ta4j.core.criteria.pnl.GrossProfitCriterion,3,309,28703,5599,23,0,8,0,11,8,72.72727,4,3,75.0,1,0,0.0,0,0.0,1,30,2
evosuite,ta4j-74,org.ta4j.core.rules.TimeRangeRule,1,266,28397,6128,14,0,1,0,12,11,91.66667,4,0,0.0,3,0,0.0,0,0.0,3,30,2
evosuite,ta4j-61,org.ta4j.core.rules.StopLossRule,3,302,28928,5557,17,0,0,0,24,22,91.66667,6,6,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-78,org.ta4j.core.indicators.UlcerIndexIndicator,3,296,28820,5556,22,0,0,0,19,18,94.73685,4,4,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-69,org.ta4j.core.Trade,4,301,28998,6306,84,0,1,0,60,41,68.333336,22,9,40.909092,40,21,52.499996,21,52.499996,19,30,2
evosuite,ta4j-72,org.ta4j.core.indicators.MACDIndicator,3,311,31629,5698,21,0,9,0,11,11,100.0,2,2,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-3,org.apache.commons.collections4.iterators.SingletonIterator,7,284,10606,3868,7,0,0,0,22,22,100.0,14,14,100.0,9,9,100.0,9,100.0,0,30,2
evosuite,jsoup-38,org.jsoup.select.NodeTraversor,4,307,29614,11622,45,0,0,0,77,72,93.50649,66,56,84.84849,4,0,0.0,0,0.0,4,30,2
evosuite,collections-2,org.apache.commons.collections4.collection.CompositeCollection,7,274,29362,4782,40,0,1,0,112,98,87.5,60,48,80.0,68,59,86.7647,59,86.7647,9,30,2
evosuite,ta4j-55,org.ta4j.core.aggregator.DurationBarAggregator,9,325,29186,5637,25,0,1,0,52,49,94.230774,36,29,80.55556,30,30,100.0,30,100.0,0,30,2
evosuite,threeten-extra-85,org.threeten.extra.chrono.PaxEra,10,281,28363,2815,9,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,1,33.333336,2,30,2
evosuite,threeten-extra-86,org.threeten.extra.chrono.AccountingEra,3,301,28759,5502,8,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,2,66.66667,1,30,2
evosuite,ta4j-70,org.ta4j.core.indicators.statistics.PearsonCorrelationIndicator,10,268,28591,2651,18,0,0,0,24,24,100.0,4,4,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-92,org.threeten.extra.chrono.Symmetry454Date,1,280,29336,7914,190,0,0,0,149,148,99.32886,80,79,98.75,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-53,org.ta4j.core.criteria.SqnCriterion,9,299,28731,5964,16,0,5,0,29,16,55.172413,10,1,10.0,9,0,0.0,0,0.0,9,30,2
evosuite,jsoup-33,org.jsoup.nodes.Element,9,285,40669,15849,219,0,1,0,483,422,87.3706,266,188,70.67669,23,0,0.0,0,0.0,23,30,2
evosuite,ta4j-62,org.ta4j.core.indicators.helpers.LossIndicator,4,332,29196,5534,13,0,2,0,8,7,87.5,4,4,100.0,2,0,0.0,0,0.0,2,30,2
evosuite,jsoup-37,org.jsoup.internal.ConstrainableInputStream,1,263,31673,8452,49,0,1,0,49,45,91.83673,40,39,97.5,47,45,95.74468,45,95.74468,2,30,2
evosuite,collections-18,org.apache.commons.collections4.IteratorUtils,4,304,30132,11,25,1,0,0,226,0,0.0,142,0,0.0,164,0,0.0,0,0.0,164,30,2
evosuite,threeten-extra-89,org.threeten.extra.chrono.Symmetry010Chronology,4,276,28864,6438,88,0,0,0,47,47,100.0,15,15,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,threeten-extra-96,org.threeten.extra.chrono.PaxDate,1,282,29458,8204,197,0,1,0,137,133,97.08029,113,109,96.460175,5,0,0.0,0,0.0,5,30,2
evosuite,ta4j-73,org.ta4j.core.criteria.pnl.GrossProfitCriterion,6,288,28656,5495,11,0,3,0,11,7,63.636364,4,4,100.0,7,6,85.71429,6,85.71429,1,30,2
evosuite,threeten-extra-86,org.threeten.extra.chrono.AccountingEra,4,265,28528,5435,9,0,0,0,8,8,100.0,3,3,100.0,3,3,100.0,0,0.0,3,30,2
evosuite,spatial4j-42,org.locationtech.spatial4j.shape.impl.PointImpl,3,309,28841,6928,56,0,0,0,38,38,100.0,30,27,90.0,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-72,org.ta4j.core.indicators.MACDIndicator,8,275,30307,7501,21,0,6,0,11,10,90.909096,2,2,100.0,1,0,0.0,0,0.0,1,30,2
evosuite,threeten-extra-92,org.threeten.extra.chrono.Symmetry454Date,4,265,29438,7515,187,0,0,0,149,148,99.32886,80,79,98.75,0,0,0.0,0,0.0,0,30,2
evosuite,ta4j-61,org.ta4j.core.rules.StopLossRule,1,270,28449,6093,23,0,0,0,24,24,100.0,6,6,100.0,0,0,0.0,0,0.0,0,30,2
evosuite,collections-13,org.apache.commons.collections4.MapUtils,9,283,61008,10,0,0,0,0,306,0,0.0,188,0,0.0,0,0,0.0,0,0.0,0,30,0
evosuite,ta4j-59,org.ta4j.core.criteria.pnl.AverageProfitCriterion,6,272,28526,6695,18,0,2,0,18,14,77.77778,8,5,62.5,3,0,0.0,0,0.0,3,30,2
evosuite,collections-21,org.apache.commons.collections4.set.CompositeSet,1,282,34944,5168,77,0,0,0,126,116,92.06349,74,63,85.13514,85,79,92.94118,79,92.94118,6,30,2
evosuite,collections-6,org.apache.commons.collections4.list.TreeList,4,328,30088,5149,145,0,0,0,54,54,100.0,18,18,100.0,42,42,100.0,42,100.0,0,30,2
evosuite,jsoup-33,org.jsoup.nodes.Element,8,277,40414,11548,120,0,0,0,483,344,71.22153,266,141,53.00752,47,0,0.0,0,0.0,47,30,2
