,benchmark,class,run,preparationTime,generationTime,executionTime,testcaseNumber,uncompilableNumber,brokenTests,failTests,linesTotal,linesCovered,linesCoverageRatio,conditionsTotal,conditionsCovered,conditionsCoverageRatio,mutantsTotal,mutantsCovered,mutantsCoverageRatio,mutantsKilled,mutantsKillRatio,mutantsAlive,timeBudget,totalTestClasses
1341,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,4,307,32950,31368,60,0,3,0,82,71,86.585365,20,16,80.0,5,0,0.0,0,0.0,5,30,2
1342,GUAVA-45,com.google.common.primitives.Shorts,2,292,29471,6186,108,0,0,0,103,102,99.02912,68,67,98.52941,133,133,100.0,133,100.0,0,30,2
1343,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,5,283,33813,8562,13,0,5,0,68,25,36.764706,24,5,20.833332,22,4,18.181818,4,18.181818,18,30,2
1344,GUAVA-85,com.google.common.base.CaseFormat,8,300,33136,2181,35,0,11,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,30,2
1345,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,2,295,29301,8964,56,0,2,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,30,2
1346,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,10,305,29416,11479,11,0,0,0,15,15,100.0,8,7,87.5,6,6,100.0,6,100.0,0,30,2
1347,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,1,296,31889,17490,14,0,0,0,198,18,9.090909,126,13,10.31746,138,16,11.594203,16,11.594203,122,30,2
1348,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,3,306,33495,4671,1,0,0,0,45,3,6.666667,18,0,0.0,29,0,0.0,0,0.0,29,30,2
1349,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,4,289,33752,156508,28,0,2,0,76,24,31.578945,40,12,30.000002,39,14,35.897438,14,35.897438,25,30,2
1350,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,4,292,30238,15061,4,0,0,0,24,5,20.833332,4,2,50.0,6,2,33.333336,2,33.333336,4,30,2
1351,SEATA-15,io.seata.core.rpc.netty.RpcServer,10,289,33883,26582,1,0,0,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,30,2
1352,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,9,292,30953,8687,15,0,4,0,68,27,39.705883,24,6,25.0,22,5,22.727274,5,22.727274,17,30,2
1353,SPOON-13,spoon.support.reflect.code.CtForImpl,10,303,57051,210288,6,0,0,0,58,32,55.172413,26,9,34.615387,18,0,0.0,0,0.0,18,30,2
1354,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,1,290,33679,150794,31,0,2,0,76,24,31.578945,40,12,30.000002,39,14,35.897438,14,35.897438,25,30,2
1355,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,8,287,30381,161139,33,0,2,0,25,25,100.0,8,7,87.5,0,0,0.0,0,0.0,0,30,2
1356,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,5,338,29478,24,8,1,0,0,15,0,0.0,8,0,0.0,6,0,0.0,0,0.0,6,30,2
1357,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,5,295,35377,22,17,1,0,0,26,0,0.0,20,0,0.0,26,0,0.0,0,0.0,26,30,2
1358,SEATA-8,io.seata.core.protocol.MergedWarpMessage,2,297,30282,9217,26,0,4,0,46,29,63.04348,14,7,50.0,23,17,73.91304,17,73.91304,6,30,2
1359,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,6,318,29389,9448,52,0,3,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,30,2
1360,FASTJSON-59,com.alibaba.fastjson.asm.Type,3,301,31102,1999,97,0,1,0,93,0,0.0,62,0,0.0,78,0,0.0,0,0.0,78,30,2
1361,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,6,306,29246,51080,30,0,0,0,60,27,45.0,36,17,47.22222,30,17,56.666668,17,56.666668,13,30,2
1362,SPOON-19,spoon.reflect.visitor.filter.LineFilter,1,299,28966,8413,2,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5,10,30,2
1363,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,10,292,30936,15959,5,0,0,0,19,6,31.578945,18,2,11.111112,15,9,60.000004,9,60.000004,6,30,2
1364,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,10,306,30383,14697,5,0,0,0,24,5,20.833332,4,2,50.0,6,2,33.333336,2,33.333336,4,30,2
1365,GUAVA-71,com.google.common.collect.SparseImmutableTable,3,312,30285,6952,2,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,30,2
1366,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,9,320,30012,8724,84,0,8,0,78,77,98.71795,56,50,89.28571,93,92,98.92473,92,98.92473,1,30,2
1367,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,9,300,29105,8046,32,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,30,2
1368,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,9,313,32184,17313,15,0,0,0,198,18,9.090909,126,13,10.31746,138,16,11.594203,16,11.594203,122,30,2
1369,SPOON-101,spoon.reflect.visitor.PrintingContext,5,318,29268,9432,37,0,0,0,34,34,100.0,24,24,100.0,34,34,100.0,34,100.0,0,30,2
1370,GUAVA-45,com.google.common.primitives.Shorts,6,308,29915,8069,111,0,0,0,103,102,99.02912,68,67,98.52941,133,133,100.0,133,100.0,0,30,2
1371,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,8,306,28831,8018,11,0,0,0,27,20,74.07407,8,1,12.5,6,3,50.0,3,50.0,3,30,2
1372,GUAVA-78,com.google.common.collect.Queues,3,305,36888,19,33,1,0,0,75,0,0.0,26,0,0.0,56,0,0.0,0,0.0,56,30,2
1373,GUAVA-6,com.google.common.base.Throwables,3,289,28402,10,0,0,0,0,92,0,0.0,38,0,0.0,0,0,0.0,0,0.0,0,30,0
1374,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,6,300,31696,23713,12,0,0,0,70,23,32.857143,28,10,35.714287,30,10,33.333336,10,33.333336,20,30,2
1375,GUAVA-114,com.google.common.util.concurrent.AtomicDoubleArray,10,294,33386,7494,44,0,1,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0,0,30,2
1376,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,7,294,28487,26671,9,0,1,0,25,25,100.0,8,7,87.5,7,7,100.0,7,100.0,0,30,2
1377,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,2,298,30430,14822,5,0,0,0,24,5,20.833332,4,2,50.0,6,2,33.333336,2,33.333336,4,30,2
1378,SEATA-26,io.seata.core.rpc.netty.TmRpcClient,6,302,10119,23449,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0,64,30,2
1379,GUAVA-85,com.google.common.base.CaseFormat,4,303,31737,2087,35,0,10,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,30,2
1380,SEATA-16,io.seata.core.store.StoreMode,4,296,28342,665,6,0,0,0,7,0,0.0,4,0,0.0,5,0,0.0,0,0.0,5,30,2
1381,GUAVA-21,com.google.common.base.internal.Finalizer,1,291,61006,11,0,0,0,0,65,0,0.0,20,0,0.0,0,0,0.0,0,0.0,0,30,0
1382,SEATA-19,io.seata.core.protocol.RegisterRMRequest,2,296,29350,9036,36,0,0,0,62,62,100.0,26,26,100.0,46,46,100.0,46,100.0,0,30,2
1383,GUAVA-78,com.google.common.collect.Queues,9,301,29217,5843,50,0,0,0,75,57,76.0,26,21,80.769226,56,48,85.71429,48,85.71429,8,30,2
1384,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,1,288,36599,17534,47,0,0,0,1364,119,8.72434,398,15,3.7688441,404,23,5.6930695,23,5.6930695,381,30,2
1385,SEATA-25,io.seata.core.rpc.netty.NettyPoolableFactory,3,303,29205,51061,28,0,0,0,60,27,45.0,36,17,47.22222,30,17,56.666668,17,56.666668,13,30,2
1386,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,7,301,35607,42636,175,0,43,0,518,414,79.922775,410,281,68.53658,20,0,0.0,0,0.0,20,30,2
1387,SEATA-6,io.seata.core.rpc.RpcContext,1,298,29333,10392,60,0,3,0,85,74,87.05882,32,27,84.375,30,29,96.666664,29,96.666664,1,30,2
1388,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,4,302,34223,23723,132,0,1,0,391,293,74.936066,270,168,62.222225,164,110,67.07317,110,67.07317,54,30,2
1389,FASTJSON-64,com.alibaba.fastjson.serializer.JSONSerializer,9,306,33488,33678,138,0,3,0,185,157,84.86487,108,74,68.51852,16,0,0.0,0,0.0,16,30,2
1390,FASTJSON-85,com.alibaba.fastjson.serializer.CharArrayCodec,8,323,31054,16264,6,0,0,0,35,3,8.571429,20,0,0.0,20,1,5.0,1,5.0,19,30,2
1391,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,7,294,29584,9143,55,0,2,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,30,2
1392,FASTJSON-32,com.alibaba.fastjson.support.hsf.HSFJSONUtils,1,311,31557,22885,15,0,0,0,70,23,32.857143,28,10,35.714287,30,10,33.333336,10,33.333336,20,30,2
1393,SEATA-16,io.seata.core.store.StoreMode,2,303,28407,685,6,0,0,0,7,0,0.0,4,0,0.0,5,0,0.0,0,0.0,5,30,2
1394,SPOON-157,spoon.support.DefaultCoreFactory,3,292,31247,12875,148,0,0,0,429,175,40.79254,160,81,50.625004,167,5,2.9940119,5,2.9940119,162,30,2
1395,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,2,303,48615,8069,9,0,2,0,68,20,29.411766,24,4,16.666668,22,3,13.636364,3,13.636364,19,30,2
1396,SEATA-4,io.seata.core.protocol.MessageFuture,3,320,35673,700,13,0,0,0,22,0,0.0,10,0,0.0,13,0,0.0,0,0.0,13,30,2
1397,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,3,312,34705,20659,117,0,0,0,391,295,75.44757,270,172,63.703705,164,109,66.46342,109,66.46342,55,30,2
1398,SPOON-19,spoon.reflect.visitor.filter.LineFilter,6,291,28945,8829,2,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5,10,30,2
1399,FASTJSON-79,com.alibaba.fastjson.parser.ParserConfig,5,304,35659,43332,188,0,46,0,518,416,80.308876,410,281,68.53658,20,0,0.0,0,0.0,20,30,2
1400,SEATA-14,io.seata.core.protocol.transaction.BranchRegisterRequest,7,294,29651,9263,52,0,1,0,95,94,98.94737,32,31,96.875,42,41,97.61904,41,97.61904,1,30,2
1401,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,6,300,30562,14251,6,0,0,0,28,6,21.428572,14,1,7.1428576,13,0,0.0,0,0.0,13,30,2
1402,SPOON-163,spoon.pattern.internal.node.MapEntryNode,6,301,32256,9675,32,0,0,0,38,30,78.94737,20,12,60.000004,6,0,0.0,0,0.0,6,30,2
1403,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,5,295,38537,27599,69,0,0,0,947,161,17.001057,570,53,9.298245,163,0,0.0,0,0.0,163,30,2
1404,SPOON-167,spoon.support.reflect.CtExtendedModifier,1,298,28851,2041,25,0,0,0,26,26,100.0,16,16,100.0,18,18,100.0,18,100.0,0,30,2
1405,GUAVA-85,com.google.common.base.CaseFormat,3,313,30366,2165,33,0,9,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,30,2
1406,GUAVA-85,com.google.common.base.CaseFormat,6,283,33883,2303,43,0,5,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,30,2
1407,SPOON-155,spoon.support.compiler.jdt.JDTSnippetCompiler,7,310,30256,162174,25,0,1,0,25,19,76.0,8,7,87.5,15,9,60.000004,9,60.000004,6,30,2
1408,GUAVA-249,com.google.common.io.FileBackedOutputStream,9,297,30608,6648,34,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,30,2
1409,FASTJSON-25,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,2,315,32426,25008,20,0,0,0,43,37,86.04651,12,7,58.333332,4,0,0.0,0,0.0,4,30,2
1410,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,7,295,33466,148919,25,0,3,0,76,24,31.578945,40,12,30.000002,39,14,35.897438,14,35.897438,25,30,2
1411,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,3,310,33805,147284,25,0,2,0,76,24,31.578945,40,12,30.000002,39,14,35.897438,14,35.897438,25,30,2
1412,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,9,314,28781,8129,10,0,0,0,27,20,74.07407,8,1,12.5,6,3,50.0,3,50.0,3,30,2
1413,GUAVA-110,com.google.common.math.IntMath,5,297,29438,876,230,0,0,0,180,0,0.0,164,0,0.0,126,0,0.0,0,0.0,126,30,2
1414,FASTJSON-26,com.alibaba.fastjson.parser.deserializer.MapDeserializer,4,299,32094,17049,13,0,0,0,198,18,9.090909,126,13,10.31746,138,16,11.594203,16,11.594203,122,30,2
1415,SEATA-4,io.seata.core.protocol.MessageFuture,5,335,30484,1531,18,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,30,2
1416,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,2,318,29477,48676,3,0,0,0,211,4,1.8957347,88,2,2.2727273,75,2,2.6666667,2,2.6666667,73,30,2
1417,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,7,296,33540,20123,152,0,2,0,391,302,77.237854,270,183,67.77778,164,112,68.29269,112,68.29269,52,30,2
1418,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,8,302,45137,212497,11,0,1,0,80,27,33.75,36,9,25.0,29,0,0.0,0,0.0,29,30,2
1419,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,2,305,34646,20795,138,0,0,0,391,286,73.14578,270,168,62.222225,164,102,62.19512,102,62.19512,62,30,2
1420,FASTJSON-59,com.alibaba.fastjson.asm.Type,8,314,30995,1879,96,0,2,0,93,0,0.0,62,0,0.0,78,0,0.0,0,0.0,78,30,2
1421,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,1,301,30982,1892,49,0,0,0,73,0,0.0,24,0,0.0,73,0,0.0,0,0.0,73,30,2
1422,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,7,310,35134,42156,13,0,0,0,110,31,28.181818,26,2,7.692308,41,9,21.95122,9,21.95122,32,30,2
1423,SPOON-19,spoon.reflect.visitor.filter.LineFilter,9,306,28936,8733,3,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5,10,30,2
1424,SPOON-19,spoon.reflect.visitor.filter.LineFilter,5,308,28920,8531,2,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5,10,30,2
1425,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,9,302,29254,10932,7,0,0,0,15,15,100.0,8,7,87.5,6,6,100.0,6,100.0,0,30,2
1426,SEATA-6,io.seata.core.rpc.RpcContext,6,308,29399,9228,58,0,2,0,85,71,83.52941,32,27,84.375,30,29,96.666664,29,96.666664,1,30,2
1427,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,10,301,42579,27,1,1,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,30,2
1428,SPOON-13,spoon.support.reflect.code.CtForImpl,5,290,31379,31,5,1,0,0,58,0,0.0,26,0,0.0,40,0,0.0,0,0.0,40,30,2
1429,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,10,308,33735,149244,27,0,2,0,76,24,31.578945,40,12,30.000002,39,14,35.897438,14,35.897438,25,30,2
1430,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,8,323,43588,62358,24,0,0,0,110,54,49.09091,26,11,42.307693,41,23,56.09756,23,56.09756,18,30,2
1431,GUAVA-153,com.google.common.collect.ReverseOrdering,3,319,61008,11,0,0,0,0,21,0,0.0,4,0,0.0,0,0,0.0,0,0.0,0,30,0
1432,SEATA-32,io.seata.core.protocol.transaction.GlobalBeginResponse,5,293,29317,8714,30,0,1,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0,0,30,2
1433,SPOON-159,spoon.reflect.visitor.ModelConsistencyChecker,10,296,29602,12230,23,0,0,0,26,26,100.0,22,22,100.0,16,16,100.0,16,100.0,0,30,2
1434,SPOON-13,spoon.support.reflect.code.CtForImpl,1,290,42198,26,11,1,0,0,58,0,0.0,26,0,0.0,40,0,0.0,0,0.0,40,30,2
1435,SPOON-13,spoon.support.reflect.code.CtForImpl,7,290,61009,26,0,0,0,0,58,0,0.0,26,0,0.0,0,0,0.0,0,0.0,0,30,0
1436,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,1,333,32072,18848,34,0,0,0,192,38,19.791668,106,16,15.094339,113,23,20.353981,23,20.353981,90,30,2
1437,GUAVA-110,com.google.common.math.IntMath,2,303,29568,907,233,0,0,0,180,0,0.0,164,0,0.0,126,0,0.0,0,0.0,126,30,2
1438,SEATA-15,io.seata.core.rpc.netty.RpcServer,4,286,33891,30169,1,0,0,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0,42,30,2
1439,FASTJSON-15,com.alibaba.fastjson.util.IOUtils,1,301,33675,19420,137,0,1,0,391,297,75.95908,270,172,63.703705,164,111,67.68293,111,67.68293,53,30,2
1440,FASTJSON-49,com.alibaba.fastjson.serializer.ArraySerializer,10,304,30739,14577,6,0,0,0,28,6,21.428572,14,1,7.1428576,13,0,0.0,0,0.0,13,30,2
1441,SEATA-6,io.seata.core.rpc.RpcContext,5,296,29225,9956,59,0,2,0,85,73,85.882355,32,25,78.125,30,28,93.333336,28,93.333336,2,30,2
1442,SEATA-24,io.seata.core.protocol.transaction.BranchReportRequest,1,290,29519,9166,51,0,2,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0,0,30,2
1443,GUAVA-71,com.google.common.collect.SparseImmutableTable,10,304,29710,6600,2,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75,9,30,2
1444,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,10,289,36942,17551,50,0,0,0,1364,210,15.395895,398,27,6.78392,404,52,12.871287,52,12.871287,352,30,2
1445,GUAVA-115,com.google.common.util.concurrent.SimpleTimeLimiter,2,295,29341,41677,13,0,0,0,110,34,30.909092,26,2,7.692308,41,7,17.073172,7,17.073172,34,30,2
1446,SPOON-163,spoon.pattern.internal.node.MapEntryNode,3,292,34689,9159,31,0,1,0,38,30,78.94737,20,12,60.000004,6,0,0.0,0,0.0,6,30,2
1447,FASTJSON-93,com.alibaba.fastjson.asm.ByteVector,7,316,30702,1835,47,0,0,0,73,0,0.0,24,0,0.0,73,0,0.0,0,0.0,73,30,2
1448,GUAVA-197,com.google.common.primitives.Booleans,2,296,29172,5525,77,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0,0,30,2
1449,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,3,291,30597,7812,13,0,1,0,68,20,29.411766,24,4,16.666668,22,3,13.636364,3,13.636364,19,30,2
1450,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,6,291,34288,9137,17,0,1,0,26,22,84.61539,20,18,90.0,3,0,0.0,0,0.0,3,30,2
1451,SEATA-29,io.seata.core.rpc.DefaultServerMessageListenerImpl,6,290,30909,8128,15,0,4,0,68,27,39.705883,24,7,29.166666,22,5,22.727274,5,22.727274,17,30,2
1452,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,7,312,33051,32862,74,0,6,0,82,73,89.02439,20,17,85.0,4,0,0.0,0,0.0,4,30,2
1453,SPOON-11,spoon.reflect.factory.TypeFactory,3,285,31772,15067,86,0,3,0,217,166,76.497696,70,48,68.571434,24,0,0.0,0,0.0,24,30,2
1454,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,4,321,36660,18219,52,0,0,0,1364,150,10.997067,398,21,5.276382,404,36,8.910892,36,8.910892,368,30,2
1455,GUAVA-174,com.google.common.collect.TopKSelector,3,316,31351,8467,40,0,0,0,79,74,93.67088,36,31,86.11111,68,64,94.117645,64,94.117645,4,30,2
1456,SPOON-151,spoon.support.compiler.jdt.JDTBatchCompiler,5,287,34180,147247,26,0,1,0,76,24,31.578945,40,12,30.000002,39,14,35.897438,14,35.897438,25,30,2
1457,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,8,304,31030,16241,5,0,1,0,19,6,31.578945,18,2,11.111112,15,9,60.000004,9,60.000004,6,30,2
1458,SPOON-9,spoon.support.reflect.cu.position.SourcePositionImpl,2,305,29626,9014,89,0,11,0,78,77,98.71795,56,54,96.42857,93,92,98.92473,92,98.92473,1,30,2
1459,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,7,309,31503,18626,35,0,0,0,192,38,19.791668,106,16,15.094339,113,23,20.353981,23,20.353981,90,30,2
1460,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,3,294,32238,9376,29,0,0,0,26,23,88.46153,20,19,95.0,2,0,0.0,0,0.0,2,30,2
1461,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,2,296,31496,18854,28,0,0,0,192,38,19.791668,106,16,15.094339,113,23,20.353981,23,20.353981,90,30,2
1462,FASTJSON-19,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,3,309,32340,26248,42,0,0,0,68,41,60.294117,44,28,63.636364,29,22,75.86207,22,75.86207,7,30,2
1463,GUAVA-153,com.google.common.collect.ReverseOrdering,7,292,40038,710,1,0,0,0,21,0,0.0,4,0,0.0,18,0,0.0,0,0.0,18,30,2
1464,FASTJSON-72,com.alibaba.fastjson.serializer.AwtCodec,5,330,31354,18353,35,0,0,0,192,38,19.791668,106,16,15.094339,113,23,20.353981,23,20.353981,90,30,2
1465,FASTJSON-9,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,2,336,31063,16030,5,0,0,0,19,6,31.578945,18,2,11.111112,15,9,60.000004,9,60.000004,6,30,2
1466,GUAVA-275,com.google.common.math.PairedStatsAccumulator,5,291,28964,5133,69,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,30,2
1467,FASTJSON-17,com.alibaba.fastjson.serializer.ClobSeriliazer,1,314,30263,15104,4,0,0,0,24,5,20.833332,4,2,50.0,6,2,33.333336,2,33.333336,4,30,2
1468,GUAVA-85,com.google.common.base.CaseFormat,10,318,31049,2792,39,0,16,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0,0,30,2
1469,GUAVA-249,com.google.common.io.FileBackedOutputStream,3,305,28815,6298,36,0,0,0,50,49,98.0,16,16,100.0,30,29,96.666664,29,96.666664,1,30,2
1470,GUAVA-21,com.google.common.base.internal.Finalizer,7,288,28584,3766,7,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652,21,30,2
1471,GUAVA-275,com.google.common.math.PairedStatsAccumulator,8,307,28912,5073,52,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,30,2
1472,FASTJSON-31,com.alibaba.fastjson.serializer.ASMSerializerFactory,6,295,37650,17863,56,0,0,0,1364,287,21.041056,398,49,12.311558,404,75,18.564358,75,18.564358,329,30,2
1473,GUAVA-275,com.google.common.math.PairedStatsAccumulator,2,297,28850,5280,64,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,30,2
1474,SEATA-12,io.seata.core.rpc.netty.ShutdownHook,2,305,28508,26778,11,0,3,0,25,25,100.0,8,7,87.5,7,7,100.0,7,100.0,0,30,2
1475,SEATA-4,io.seata.core.protocol.MessageFuture,6,299,36163,1511,17,0,0,0,22,22,100.0,10,10,100.0,13,13,100.0,13,100.0,0,30,2
1476,FASTJSON-59,com.alibaba.fastjson.asm.Type,5,302,30943,1871,88,0,1,0,93,0,0.0,62,0,0.0,78,0,0.0,0,0.0,78,30,2
1477,SEATA-9,io.seata.core.rpc.netty.RpcServerHandler,2,305,28567,7696,10,0,0,0,27,20,74.07407,8,1,12.5,6,3,50.0,3,50.0,3,30,2
1478,SPOON-107,spoon.reflect.visitor.filter.CompositeFilter,2,297,31798,9065,21,0,0,0,26,23,88.46153,20,19,95.0,2,0,0.0,0,0.0,2,30,2
1479,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,6,287,51502,207568,9,0,0,0,80,18,22.5,36,6,16.666668,38,0,0.0,0,0.0,38,30,2
1480,SEATA-21,io.seata.core.rpc.netty.RmRpcClient,5,308,29935,48478,3,0,0,0,211,4,1.8957347,88,2,2.2727273,75,2,2.6666667,2,2.6666667,73,30,2
1481,SPOON-103,spoon.support.reflect.code.CtAssignmentImpl,8,321,30082,25,1,1,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0,29,30,2
1482,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,3,308,32949,34098,60,0,4,0,82,71,86.585365,20,17,85.0,7,0,0.0,0,0.0,7,30,2
1483,SEATA-8,io.seata.core.protocol.MergedWarpMessage,6,295,29073,8785,21,0,1,0,46,29,63.04348,14,7,50.0,23,17,73.91304,17,73.91304,6,30,2
1484,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,10,315,40169,31227,56,0,1,0,82,69,84.14634,20,17,85.0,6,0,0.0,0,0.0,6,30,2
1485,SPOON-167,spoon.support.reflect.CtExtendedModifier,3,305,28937,1902,24,0,0,0,26,26,100.0,16,16,100.0,18,18,100.0,18,100.0,0,30,2
1486,GUAVA-110,com.google.common.math.IntMath,6,295,29606,847,233,0,0,0,180,0,0.0,164,0,0.0,126,0,0.0,0,0.0,126,30,2
1487,SPOON-165,spoon.reflect.visitor.AstParentConsistencyChecker,3,289,29276,9765,8,0,0,0,15,15,100.0,8,7,87.5,6,6,100.0,6,100.0,0,30,2
1488,SPOON-169,spoon.support.reflect.code.CtStatementListImpl,10,294,54966,212205,21,0,0,0,80,29,36.25,36,9,25.0,31,0,0.0,0,0.0,31,30,2
1489,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,1,316,37991,28512,118,0,0,0,947,217,22.914467,570,85,14.91228,149,0,0.0,0,0.0,149,30,2
1490,FASTJSON-50,com.alibaba.fastjson.parser.DefaultJSONParser,10,287,38110,27534,88,0,1,0,947,160,16.89546,570,52,9.122807,165,0,0.0,0,0.0,165,30,2
1491,GUAVA-275,com.google.common.math.PairedStatsAccumulator,10,308,28896,5241,57,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0,0,30,2
1492,FASTJSON-104,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,2,288,32857,34032,67,0,6,0,82,74,90.2439,20,17,85.0,5,0,0.0,0,0.0,5,30,2
1493,GUAVA-6,com.google.common.base.Throwables,5,295,28440,11,0,0,0,0,92,0,0.0,38,0,0.0,0,0,0.0,0,0.0,0,30,0
1494,GUAVA-197,com.google.common.primitives.Booleans,5,297,29338,3198,79,0,0,0,75,74,98.66667,52,51,98.07692,92,92,100.0,92,100.0,0,30,2
1495,SEATA-16,io.seata.core.store.StoreMode,3,293,28351,631,6,0,0,0,7,0,0.0,4,0,0.0,5,0,0.0,0,0.0,5,30,2
